,username,like,reply,retweet,time,text,status
@energygovuk-2023-04-24T06:00:27.000Z,@energygovuk,114,50,70,2023-04-24T06:00:27.000Z,"Department for Energy Security and Net Zero
@energygovuk
·
Apr 24
We are using our historic ties with the Netherlands to boost British trade of cheap, clean energy across the North Sea.

The new LionLink interconnector is set to deliver enough electricity to power more homes than Greater Manchester & Birmingham combined
https://gov.uk/government/news/worlds-largest-of-its-kind-power-line-to-deliver-clean-power-to-18m-uk-homes-and-boost-energy-security…
20.9K views
0:01 / 0:35
0:34
20.9K views
50
70
114
45.2K",1650379154779430914
@CSkidmoreUK-2023-04-25T15:15:27.000Z,@CSkidmoreUK,633,103,230,2023-04-25T15:15:27.000Z,"Chris Skidmore
@CSkidmoreUK
·
Apr 25
My article for the 
@guardian
 today on why a new oilfield that could potentially produce 500 million barrels of oil cannot be compatible with the UK’s ambitions to be a global leader in clean energy and deliver net zero by 2050
theguardian.com
I’m a Tory MP, but I can’t let ministers trash our net zero pledge with the Rosebank oilfield |...
It would be able to produce 500m barrels, exceeding our carbon budgets for the oil and gas industry. It will also make the UK poorer, says Chris Skidmore, chair of the Net Zero Review
103
230
633
75.7K",1650881210237812736
@EU_Commission-2023-04-27T19:17:34.000Z,@EU_Commission,169,73,87,2023-04-27T19:17:34.000Z,"European Commission
@EU_Commission
·
Apr 27
Europe is the top provider of climate finance globally. 
But more is needed to bridge the climate finance gap.

Together with the 
@EIB
, we are launching funds worth €18 billion to boost investment in climate action, clean energy and connectivity.

#GlobalGateway
europa.eu
Global Gateway
73
87
169
31.5K",1651666917575258124
@rjwaterstreet-2023-04-24T10:36:23.000Z,@rjwaterstreet,1,0,2,2023-04-24T10:36:23.000Z,"Raymond James Water Street
@rjwaterstreet
·
Apr 24
#China’s  rooftops? 
The world’s fastest-growing market for clean energy?

""The only bad solar is no solar""
From 
Bloomberg Quicktake
2
1
125",1650448593717805056
@FarrahChaichi-2023-04-24T19:49:42.000Z,@FarrahChaichi,39,0,17,2023-04-24T19:49:42.000Z,"Representative Farrah Chaichi
@FarrahChaichi
·
Apr 24
.
@BuildResilient_
 we appreciate all of your advocacy. We all deserve safe, affordable, and resilient homes and buildings that run on clean energy!

#OrPol #OrLeg
17
39
1,497",1650587840978497536
@SecGranholm-2023-04-28T17:34:07.000Z,@SecGranholm,832,466,167,2023-04-28T17:34:07.000Z,"Secretary Jennifer Granholm
@SecGranholm
·
Apr 28
Today, I tested positive for COVID-19 and am experiencing mild symptoms. I'm fully up to date on all COVID-19 vaccines, will work remotely while isolating, and will follow all relevant CDC guidance. I look forward to getting back on the road to tout the benefits of clean energy.
466
167
832
80.7K",1652003273035923457
@Clifford98506-2023-04-30T05:22:14.000Z,@Clifford98506,46,1,13,2023-04-30T05:22:14.000Z,"Clifford
@Clifford98506
·
3h
Elon Musk helped accelerate Australia's climate transition from coal to clean energy —  now it's a case study for the rest of the world https://bloomberg.com/news/features/2023-04-04/how-tesla-tsla-elon-musk-are-helping-australia-quit-coal-power?utm_source=website&utm_medium=share&utm_campaign=twitter… via 
@business
bloomberg.com
Australia Is Quitting Coal in Record Time Thanks to Tesla
Elon Musk helped accelerate a transformation of the country’s electricity grid to replace fossil fuels with clean power — now it's a testing ground for global climate action.
1
13
46
815",1652543862580322304
@GavinClimie-2023-04-26T15:44:50.000Z,@GavinClimie,71,8,22,2023-04-26T15:44:50.000Z," G-MAN 
@GavinClimie
·
Apr 26
Don't mind us, We're just burning 100s of gallons of jet fuel to de-ice this clean energy wind turbine. 
8
22
71
1,992",1651250995551141888
@IndexBihar-2023-04-22T05:26:11.000Z,@IndexBihar,129,3,21,2023-04-22T05:26:11.000Z,"The Bihar Index
@IndexBihar
·
Apr 22
With the completion of the Bihar portion of the Barauni Guwahati pipeline (BGPL), 6 districts in Bihar will be connected to the National Gas Grid.
Cost - ₹1260cr
Clean energy for 40 million people.

#Bihar
3
21
129
5,842",1649645752585715714
@Pickering2075-2023-04-29T13:03:46.000Z,@Pickering2075,36,1,8,2023-04-29T13:03:46.000Z,"Pickering 2075
@Pickering2075
·
19h
It may be a grey day outside, but you are warm & cozy inside thanks in large part to your local Pickering Nuclear plant.

Refurbishment of Units 5-8, related to a CANDU6, are the next lowest cost #cleanenergy for another 40+ years of life!

#Pickering2075 #CANDU  #NuclearEnergy
1
8
36
1,976",1652297625423474688
@crampell-2023-04-29T17:08:00.000Z,@crampell,97,52,57,2023-04-29T17:08:00.000Z,"Catherine Rampell
@crampell
·
15h
Manchin says he would “look for every opportunity to repeal my own bill” if the administration continued to use the IRA to steer the US quickly towards the clean energy transition and away from fossil fuels
cnn.com
Manchin rails against Biden's clean energy plans as he faces tough political headwinds in West...
Since delivering Biden one of his biggest legislative wins last summer, Manchin has spent the last few months on a rampage against the administration, homing in on what he calls its ""radical climate...
52
57
97
22.2K",1652359088632737792
@Jamiiler_-2023-04-27T08:43:27.000Z,@Jamiiler_,20,0,1,2023-04-27T08:43:27.000Z,"Dr. Jam
@Jamiiler_
·
Apr 27
The AKK Pipeline Project will not only provide reliable and affordable energy to industries but also promote clean energy initiatives, contributing to a sustainable future for Nigeria. #AKKPipelineProject
1
20
888",1651507336177958915
@xillenialmom-2023-04-29T14:56:02.000Z,@xillenialmom,147,46,12,2023-04-29T14:56:02.000Z,"Alyssa needs a Diet Dr Pepper
@xillenialmom
·
17h
I wish Utah would invest in more solar and wind. We have so much uninhabited land. There must be some barrier to this I'm unaware of. I hope it's not just Republicans resisting clean energy. Anybody know why we haven't done more?
Quote Tweet
Brent Peabody 
@brent_peabody
·
Apr 28
 huge deal = for the first time ever, the US produced more electricity from wind and solar than coal 

15 states now get at least half their electricity from zero-carbon sources 

Not everything is bad
Show this thread
46
12
147
29.1K",1652325879102713858
@SecGranholm-2023-04-29T19:34:20.000Z,@SecGranholm,122,10,34,2023-04-29T19:34:20.000Z,"Secretary Jennifer Granholm
@SecGranholm
·
13h
Honored to host Republic of Korea's Minister of Trade, Industry, and Energy, Lee Chang-yang at DOE. We had a productive Strategic Energy Dialogue to advance our collective work on clean energy technology innovation and deployment.
ALT
ALT
ALT
ALT
10
34
122
5,865",1652395914659602437
@ChinaInFocusNTD-2023-04-22T00:47:01.000Z,@ChinaInFocusNTD,93,11,79,2023-04-22T00:47:01.000Z,"China in Focus - NTD
@ChinaInFocusNTD
·
Apr 22
A Chinese-owned battery plant in #Michigan is eligible for U.S. #subsidies? The money is supposed to boost domestic clean energy manufacturing and reduce U.S. dependence on China, especially for solar panels and electric car batteries. 

https://ept.ms/ChinaPlantUSSubsidies_CIF…
0:29
3,759 views
11
79
93
13.4K",1649575501328162816
@Lumishare_Lumi-2023-04-29T09:23:22.000Z,@Lumishare_Lumi,25,18,17,2023-04-29T09:23:22.000Z,"LumiShare
@Lumishare_Lumi
·
23h
Lumishare's NFT marketplace revolutionizes the renewable energy assets investments.

Our platform offers a unique opportunity to support clean energy projects and drive sustainable development worldwide.

#RevolutionizeInvesting #CleanEnergy #EcoConscious #Crypto #Community
18
17
25
598",1652242158122938368
@VP-2023-04-21T21:07:54.000Z,@VP,1650,608,419,2023-04-21T21:07:54.000Z,"Vice President Kamala Harris
@VP
·
Apr 22
When we invest in climate, we not only protect our environment, we also strengthen our economy. 

Since we took office, American manufacturing is growing faster than it has in decades as we work to build a clean energy economy.
608
419
1,650
248.5K",1649520356053381120
@letsreplanet-2023-04-26T05:07:46.000Z,@letsreplanet,72,3,31,2023-04-26T05:07:46.000Z,"RePlanet
@letsreplanet
·
Apr 26
RePlaneteer 
@Joelscotthalkes
 presents 7 reasons to #RethinkNuclear as part of the global clean energy transition. 

https://youtube.com/watch?v=CfPgmWUHIqE…

#ClimateAction #CleanEnergy
3
31
72
7,848",1651090670793408513
@ryangrim-2023-04-24T14:51:20.000Z,@ryangrim,321,26,86,2023-04-24T14:51:20.000Z,"Ryan Grim
@ryangrim
·
Apr 24
Democratic congresswoman encourages the US military to transition from counter insurgency to its old school role of resource extraction from foreign countries to service clean energy needs
21.3K views
0:00 / 1:03
From 
Rep. Mikie Sherrill
26
86
321
86.1K",1650512753445031939
@RichardRubinDC-2023-04-29T12:34:42.000Z,@RichardRubinDC,280,18,154,2023-04-29T12:34:42.000Z,"Richard Rubin
@RichardRubinDC
·
20h
New from me: The House GOP debt ceiling bill scores as a tax increase, because it ends clean energy tax breaks. No problem, say Republicans.
wsj.com
Republicans Effectively Voted to Raise Taxes. They’re Fine With That.
House Republicans advanced a repeal of clean-energy tax credits without offsetting tax cuts—even though most have signed a no-tax-hike pledge.
18
154
280
98.7K",1652290307428347904
@RepJasonCrow-2023-04-26T23:17:05.000Z,@RepJasonCrow,1395,103,403,2023-04-26T23:17:05.000Z,"Rep. Jason Crow
@RepJasonCrow
·
Apr 27
The US could face a catastrophic economic default if the debt ceiling isn’t raised. Congressional Republicans’ “Default on America” bill would slash veterans benefits, reduce investments in clean energy, and cut food, health care, & education assistance for millions of Americans.
103
403
1,395
59.7K",1651364808896151552
@SgforgoodStella-2023-04-27T13:51:31.000Z,@SgforgoodStella,23,0,10,2023-04-27T13:51:31.000Z,"stellasevas
@SgforgoodStella
·
Apr 27
Nuclear energy is clean energy, we need to do no harm to the environment. I have seen the Akkuyu NPP and it is a great success, the IAEA is supporting the project.

Head of the IAEA Grossi
#Russia #Turkey
515 views
0:01 / 0:57
0:56
515 views
10
23
1,968",1651584864683016195
@SenJeffMerkley-2023-04-24T22:44:32.000Z,@SenJeffMerkley,326,69,154,2023-04-24T22:44:32.000Z,"Senator Jeff Merkley
@SenJeffMerkley
·
Apr 25
.
@SecGranholm
 has it wrong. We can’t greenlight the Mountain Valley Pipeline or any new fossil fuel project if we’re serious about moving to renewable energy. The idea that we’ll get to clean energy by tying ourselves to dirty energy for years to come is divorced from reality.
ALT
ALT
69
154
326
20.6K",1650631841626333185
@EU_Commission-2023-04-24T09:24:18.000Z,@EU_Commission,380,125,118,2023-04-24T09:24:18.000Z,"European Commission
@EU_Commission
·
Apr 24
 and  share a common vision for building a climate-neutral continent.

Today, we established the EU-Norway Green Alliance to deepen our cooperation on climate, environmental protection and the clean energy and industrial transition. ↓

#EUGreenDeal
europa.eu
New EU-Norway Green Alliance
125
118
380
37.4K",1650430456247078912
@MoltexEnergy-2023-04-28T19:12:31.000Z,@MoltexEnergy,25,1,8,2023-04-28T19:12:31.000Z,"Moltex
@MoltexEnergy
·
Apr 28
Moltex can transform nuclear waste into clean energy for generations to come. #RethinkWaste #ItsOnlyWasteIfYouWasteIt
ALT
1
8
25
1,672",1652028036085063693
@himantabiswa-2023-04-21T11:59:09.000Z,@himantabiswa,1026,19,173,2023-04-21T11:59:09.000Z,"Himanta Biswa Sarma
@himantabiswa
·
Apr 21
To meet the twin objectives of promoting clean energy & creating jobs , I joined my cabinet colleagues to dedicate projects worth ₹200 cr in the tea growing regions of Golaghat district 

 Nambor - Numaligarh Gas Pipleline by Assam Gas Ltd 

 CNG mother station at Hazarigaon
Bimal Borah and 6 others
19
173
1,026
22K",1649382258233716737
@SenWhitehouse-2023-04-28T22:45:23.000Z,@SenWhitehouse,1734,72,982,2023-04-28T22:45:23.000Z,"Sheldon Whitehouse
@SenWhitehouse
·
Apr 29
Republicans’ Default on America Act
 
 Takes food and health care away from millions
 Ships American clean energy jobs overseas
 Protects tax cheats
 Guts funding for veterans
72
982
1,734
36.6K",1652081603630313477
@wombat_ee-2023-04-29T15:41:16.000Z,@wombat_ee,145,21,8,2023-04-29T15:41:16.000Z,"Wombat the EE
@wombat_ee
·
17h
Apparently I'm in a cult for supporting all forms of clean energy, not just wind and solar. And acknowledging that wind and solar have intermittency issues that nuclear doesn't have. Who knew?
21
8
145
7,454",1652337259876868098
@DrEliDavid-2023-04-29T09:08:16.000Z,@DrEliDavid,266,23,41,2023-04-29T09:08:16.000Z,"Dr. Eli David
@DrEliDavid
·
23h
.
@elonmusk
, can we create clean energy from human stupidity? It's the most prevalent resource on earth, more than solar, wind, and even fossil...
23
41
266
10.2K",1652238360482594816
@NC_Governor-2023-04-26T18:57:46.000Z,@NC_Governor,210,34,27,2023-04-26T18:57:46.000Z,"Governor Roy Cooper
@NC_Governor
·
Apr 26
North Carolina is moving strongly toward a clean energy future. Today, Gov. Cooper spoke at the State Energy Conference of North Carolina. Thanks to 
@NCCleanTech
 for their work to highlight all our state is doing to lead the way.
Photo: NC Clean Energy Technology Center
ALT
34
27
210
20.1K",1651299549728890881
@GovWhitmer-2023-04-25T19:08:33.000Z,@GovWhitmer,1076,216,215,2023-04-25T19:08:33.000Z,"Governor Gretchen Whitmer
@GovWhitmer
·
Apr 25
Michigan is competing with everyone to lead the future of cars, chips, and clean energy. In the last few years, we’ve secured over $20 billion in investments creating thousands of good-paying jobs and bringing critical supply chains home.
wgrt.com
Michigan Leads The Race For Jobs And Investment In Clean Energy | WGRT
With the current concerns over clean energy, the State of Michigan is currently the number two state in the nation for clean energy investments, and according to Climate Power, Michigan is set to…
216
215
1,076
44.3K",1650939871907684390
@TIME-2023-04-20T11:03:00.000Z,@TIME,4124,302,777,2023-04-20T11:03:00.000Z,"TIME
@TIME
·
Apr 20
.
@algore
 on Luiz Inácio Lula da Silva (
@LulaOficial
), President of Brazil: ""From tackling forest loss to accelerating Brazil’s clean energy transition, President Lula’s leadership will be critical in this decisive decade for climate action"" #TIME100
time.com
Luiz Inácio Lula da Silva: The 100 Most Influential People of 2023
Find out why Luiz Inácio Lula da Silva is on this year’s list
302
777
4,124
263.5K",1649005743692021760
@RachelMaryColl-2023-04-29T12:47:48.000Z,@RachelMaryColl,30,1,11,2023-04-29T12:47:48.000Z,"Rachel Mary 
@RachelMaryColl
·
20h
The science is clear 
@GovMurphy
 and it shows you are knowingly killing endangered oceanic life. 

Your clean energy bill is not only idiotic & unconstitutional but also useless when it comes to “saving the environment” 
1
11
30
427",1652293605057351681
@energiegruppen-2023-04-28T15:31:57.000Z,@energiegruppen,17,1,3,2023-04-28T15:31:57.000Z,"Andreas Richwin
@energiegruppen
·
Apr 28
Europe goes Nuclear!
Nuclear energy? Don't worry - our clean energy future is radioactive.
It would be nice if solar and wind energy could provide us with all the energy we need, but we will need nuclear energy.
So what is the status in Europe? An overview.
Let`s dive in!
1
3
17
556",1651972528850763780
